date,Distrito Federal,Guanajuato,Jalisco,Morelos,Puebla,Queretaro,Nacional
2023-03-29,782,117,64,29,103,88,2614
2023-03-30,638,108,57,27,76,82,2336
2023-03-31,571,75,47,26,91,73,2035
2023-04-01,210,17,9,15,50,37,667
2023-04-02,152,30,10,13,37,12,532
2023-04-03,727,94,35,33,94,104,2555
2023-04-04,541,93,37,22,66,95,2047
2023-04-05,517,61,47,33,63,55,1786
2023-04-06,120,24,14,18,24,31,551
2023-04-07,114,8,18,14,34,17,470
2023-04-08,130,19,10,8,31,12,442
2023-04-09,79,18,17,17,35,11,454
2023-04-10,574,90,48,35,86,74,2307
2023-04-11,427,74,31,35,53,76,1763
2023-04-12,453,72,30,34,62,64,1826
2023-04-13,386,71,26,18,47,41,1637
2023-04-14,309,42,40,20,35,48,1440
2023-04-15,104,13,12,8,24,9,451
2023-04-16,102,14,8,18,29,11,442
2023-04-17,464,89,43,42,54,70,2114
2023-04-18,375,63,41,26,52,44,1732
2023-04-19,363,66,48,25,52,57,1746
2023-04-20,363,64,38,10,50,42,1590
2023-04-21,305,71,27,13,38,34,1326
2023-04-22,105,19,15,7,15,11,421
2023-04-23,90,17,13,9,12,6,407
2023-04-24,496,82,55,27,50,70,2101
2023-04-25,417,66,49,27,47,43,1781
2023-04-26,399,55,53,26,44,64,1795
2023-04-27,383,51,30,25,40,52,1594
2023-04-28,339,49,32,9,45,51,1320
2023-04-29,126,12,9,12,18,11,435
2023-04-30,77,9,13,13,17,11,374
2023-05-01,130,21,8,23,20,18,550
2023-05-02,434,64,54,32,49,98,2126
2023-05-03,399,45,41,59,42,77,1784
2023-05-04,381,44,24,32,34,70,1645
2023-05-05,241,29,24,29,36,47,1195
2023-05-06,115,11,10,10,18,15,416
2023-05-07,69,14,9,14,6,8,359
2023-05-08,405,52,36,34,53,57,1868
2023-05-09,335,37,32,22,32,62,1433
2023-05-10,191,18,14,17,18,29,660
2023-05-11,346,45,35,21,26,54,1559
2023-05-12,261,32,26,14,35,44,1134
2023-05-13,81,16,8,4,19,23,344
2023-05-14,61,9,5,8,14,9,315
2023-05-15,325,39,26,24,39,52,1587
2023-05-16,244,32,25,19,26,50,1351
2023-05-17,275,41,32,18,27,47,1297
2023-05-18,223,35,42,7,22,37,1145
2023-05-19,219,24,26,13,28,31,1009
2023-05-20,58,2,10,9,14,7,312
2023-05-21,61,3,9,5,11,13,261
2023-05-22,300,59,21,23,35,39,1360
2023-05-23,221,27,33,8,29,38,1138
2023-05-24,201,23,32,4,12,25,1082
2023-05-25,193,25,25,5,16,29,987
2023-05-26,161,19,27,6,10,18,813
2023-05-27,45,9,6,0,10,11,264
2023-05-28,32,9,7,2,13,1,238
2023-05-29,228,30,20,10,14,23,1071
2023-05-30,163,20,29,5,9,31,906
2023-05-31,152,18,40,6,12,16,800
2023-06-01,97,13,19,4,11,8,531
2023-06-02,85,13,20,3,9,10,448
2023-06-03,37,1,9,0,4,3,138
2023-06-04,16,0,6,0,6,1,108
2023-06-05,97,13,30,2,14,11,647
2023-06-06,87,10,32,2,7,13,521
2023-06-07,112,8,22,6,15,17,561
2023-06-08,89,7,19,4,13,15,526
2023-06-09,79,12,21,7,11,13,413
2023-06-10,35,3,8,0,3,5,143
2023-06-11,19,0,6,0,3,2,109
2023-06-12,118,15,21,1,19,17,586
2023-06-13,92,12,22,1,4,24,508
2023-06-14,83,14,21,5,8,10,507
2023-06-15,69,19,14,1,16,11,411
2023-06-16,54,10,10,4,8,13,371
2023-06-17,17,4,5,0,2,5,97
2023-06-18,23,1,6,0,4,2,85
2023-06-19,94,21,16,0,11,15,484
2023-06-20,74,17,8,1,4,16,444
2023-06-21,77,13,10,2,11,21,405
2023-06-22,79,10,6,2,9,17,388
2023-06-23,37,5,7,0,2,10,213
2023-06-24,4,0,1,0,2,1,15
